sample,age,sex,self1,self2,self3,self4,self5,self6,self7,self8,self9,self10,agegr_us,extraver,mean,nation,agegroup,sumscore
585,NA,17,male,barely true,exactly true,not at all true, exactly true, exactly true,moderately true,exactly true, exactly true,barely true, moderately true,NA,NA,3.1,Costa Rica,15 to 20,31
586,NA,18,male,barely true,exactly true,exactly true, exactly true, exactly true,moderately true,moderately true, exactly true, exactly true,exactly true,NA,NA,3.6,Costa Rica,15 to 20,36
587,NA,18,male,exactly true,exactly true,barely true, exactly true,moderately true,exactly true,exactly true, exactly true, exactly true,exactly true,NA,NA,3.7,Costa Rica,15 to 20,37
588,NA,17,male,barely true,moderately true,moderately true,moderately true,moderately true,moderately true,moderately true, moderately true, moderately true,exactly true,NA,NA,3,Costa Rica,15 to 20,30
589,NA,18,male,barely true,exactly true,moderately true, exactly true,moderately true,moderately true,moderately true, moderately true,barely true,exactly true,NA,NA,3.1,Costa Rica,15 to 20,31
590,NA,17,male,barely true,exactly true,moderately true, exactly true, barely true,moderately true,moderately true, moderately true,barely true,exactly true,NA,NA,3,Costa Rica,15 to 20,30
591,NA,18,male,moderately true,exactly true,moderately true,moderately true,moderately true,moderately true,moderately true, exactly true,barely true, moderately true,NA,NA,3.1,Costa Rica,15 to 20,31
592,NA,17,male,exactly true,moderately true,barely true, exactly true, barely true,exactly true,moderately true, exactly true, exactly true, moderately true,NA,NA,3.3,Costa Rica,15 to 20,33
593,NA,19,male,moderately true,exactly true,moderately true, exactly true, exactly true,moderately true,exactly true, exactly true, exactly true,exactly true,NA,NA,3.7,Costa Rica,15 to 20,37
594,NA,27,male,barely true,exactly true,exactly true,moderately true,moderately true,moderately true,exactly true, exactly true, moderately true, moderately true,NA,NA,3.3,Costa Rica,25,5 to 30,33
595,NA,30,male,exactly true,exactly true,moderately true,moderately true, exactly true,barely true,moderately true, moderately true, moderately true,exactly true,NA,NA,3.3,Costa Rica,25,5 to 30,33
596,NA,19,male,moderately true,exactly true,exactly true, exactly true, exactly true,exactly true,exactly true, exactly true,barely true,barely true,NA,NA,3.5,Costa Rica,15 to 20,35
597,NA,19,male,exactly true,exactly true,exactly true,moderately true,moderately true,exactly true,moderately true, exactly true, moderately true,exactly true,NA,NA,3.6,Costa Rica,15 to 20,36
598,NA,18,male,exactly true,exactly true,not at all true, exactly true,moderately true,exactly true,exactly true, exactly true, exactly true,exactly true,NA,NA,3.6,Costa Rica,15 to 20,36
599,NA,28,male,moderately true,exactly true,moderately true,moderately true,moderately true,moderately true,moderately true, exactly true, moderately true, moderately true,NA,NA,3.2,Costa Rica,25,5 to 30,32
600,NA,19,male,exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,exactly true, exactly true, moderately true, moderately true,NA,NA,3.8,Costa Rica,15 to 20,38
601,NA,18,male,moderately true,exactly true,exactly true,barely true,moderately true,moderately true,moderately true, exactly true, moderately true, moderately true,NA,NA,3.2,Costa Rica,15 to 20,32
602,NA,17,male,exactly true,exactly true,exactly true,moderately true, barely true,moderately true,moderately true, moderately true,barely true, moderately true,NA,NA,3.1,Costa Rica,15 to 20,31
603,NA,23,male,moderately true,exactly true,moderately true, exactly true, exactly true,exactly true,exactly true, exactly true, exactly true, moderately true,NA,NA,3.7,Costa Rica,21 to 25,37
604,NA,23,male,moderately true,moderately true,exactly true,moderately true, exactly true,exactly true,exactly true, exactly true, moderately true, moderately true,NA,NA,3.5,Costa Rica,21 to 25,35
605,NA,32,male,moderately true,exactly true,exactly true, exactly true, exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,NA,NA,3.9,Costa Rica,31 to 35,39
606,NA,24,male,moderately true,exactly true,moderately true,moderately true,moderately true,moderately true,moderately true, exactly true,barely true, moderately true,NA,NA,3.1,Costa Rica,21 to 25,31
607,NA,33,male,barely true,exactly true,exactly true, exactly true, exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,NA,NA,3.8,Costa Rica,31 to 35,38
608,NA,33,male,exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,NA,NA,4,Costa Rica,31 to 35,40
609,NA,24,male,moderately true,exactly true,moderately true,moderately true,moderately true,moderately true,moderately true, moderately true, moderately true, moderately true,NA,NA,3.1,Costa Rica,21 to 25,31
610,NA,20,male,exactly true,exactly true,moderately true,moderately true, barely true,moderately true,barely true, barely true, moderately true, moderately true,NA,NA,2.9,Costa Rica,15 to 20,29
611,NA,18,male,barely true,exactly true,barely true, exactly true, exactly true,exactly true,moderately true, exactly true, exactly true,exactly true,NA,NA,3.5,Costa Rica,15 to 20,35
612,NA,20,male,exactly true,exactly true,exactly true, exactly true, exactly true,moderately true,moderately true, exactly true, not at all true,exactly true,NA,NA,3.5,Costa Rica,15 to 20,35
613,NA,20,male,barely true,not at all true,moderately true,moderately true,not at all true,moderately true,moderately true, barely true, moderately true,barely true,NA,NA,2.3,Costa Rica,15 to 20,23
614,NA,18,male,moderately true,exactly true,exactly true,moderately true, exactly true,exactly true,exactly true, moderately true, exactly true,exactly true,NA,NA,3.7,Costa Rica,15 to 20,37
615,NA,19,male,exactly true,moderately true,exactly true, exactly true, exactly true,exactly true,exactly true, moderately true, exactly true, moderately true,NA,NA,3.7,Costa Rica,15 to 20,37
616,NA,19,male,moderately true,exactly true,moderately true, exactly true, barely true,exactly true,exactly true, exactly true, exactly true,exactly true,NA,NA,3.6,Costa Rica,15 to 20,36
617,NA,20,male,moderately true,exactly true,moderately true, exactly true, exactly true,exactly true,exactly true, exactly true, moderately true,exactly true,NA,NA,3.7,Costa Rica,15 to 20,37
618,NA,24,male,exactly true,exactly true,exactly true,moderately true, exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,NA,NA,3.9,Costa Rica,21 to 25,39
619,NA,29,male,moderately true,moderately true,moderately true,moderately true,moderately true,barely true,moderately true, exactly true, moderately true,exactly true,NA,NA,3.1,Costa Rica,25,5 to 30,31
620,NA,18,male,barely true,moderately true,not at all true,barely true,moderately true,barely true,moderately true, moderately true,barely true,barely true,NA,NA,2.3,Costa Rica,15 to 20,23
621,NA,17,male,not at all true,moderately true,barely true,moderately true, barely true,moderately true,moderately true, exactly true, moderately true, moderately true,NA,NA,2.7,Costa Rica,15 to 20,27
622,NA,20,male,barely true,exactly true,exactly true, exactly true,moderately true,moderately true,moderately true, moderately true, exactly true,exactly true,NA,NA,3.4,Costa Rica,15 to 20,34
623,NA,20,male,not at all true,moderately true,moderately true,moderately true, barely true,moderately true,barely true, exactly true,barely true,barely true,NA,NA,2.5,Costa Rica,15 to 20,25
624,NA,19,male,moderately true,exactly true,exactly true, exactly true, exactly true,exactly true,moderately true, exactly true, moderately true, moderately true,NA,NA,3.6,Costa Rica,15 to 20,36
625,NA,21,male,exactly true,exactly true,moderately true, exactly true, exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,NA,NA,3.9,Costa Rica,21 to 25,39
626,NA,23,male,moderately true,exactly true,not at all true, exactly true,moderately true,moderately true,moderately true, moderately true, moderately true,barely true,NA,NA,2.9,Costa Rica,21 to 25,29
627,NA,18,male,exactly true,exactly true,exactly true,moderately true,moderately true,moderately true,barely true, moderately true, moderately true,exactly true,NA,NA,3.3,Costa Rica,15 to 20,33
628,NA,17,male,exactly true,exactly true,barely true,barely true, exactly true,moderately true,barely true, exactly true,barely true,exactly true,NA,NA,3.1,Costa Rica,15 to 20,31
629,NA,18,male,moderately true,exactly true,exactly true, exactly true, exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,NA,NA,3.9,Costa Rica,15 to 20,39
630,NA,17,male,exactly true,exactly true,exactly true,barely true, exactly true,barely true,not at all true, exactly true,barely true,exactly true,NA,NA,3.1,Costa Rica,15 to 20,31
631,NA,16,male,moderately true,moderately true,moderately true, exactly true, barely true,moderately true,barely true, moderately true, moderately true, moderately true,NA,NA,2.9,Costa Rica,15 to 20,29
632,NA,17,male,moderately true,exactly true,exactly true,moderately true,moderately true,moderately true,moderately true, exactly true, moderately true, moderately true,NA,NA,3.3,Costa Rica,15 to 20,33
633,NA,19,male,moderately true,exactly true,exactly true,moderately true,moderately true,moderately true,moderately true, exactly true,barely true, moderately true,NA,NA,3.2,Costa Rica,15 to 20,32
634,NA,18,male,moderately true,exactly true,barely true,moderately true,moderately true,moderately true,moderately true, moderately true, moderately true,barely true,NA,NA,2.9,Costa Rica,15 to 20,29
635,NA,20,male,moderately true,exactly true,moderately true,moderately true,moderately true,moderately true,moderately true, exactly true, moderately true, moderately true,NA,NA,3.2,Costa Rica,15 to 20,32
636,NA,18,male,barely true,exactly true,moderately true,moderately true,moderately true,moderately true,moderately true, moderately true, exactly true, moderately true,NA,NA,3.1,Costa Rica,15 to 20,31
637,NA,18,male,exactly true,exactly true,barely true,moderately true, barely true,moderately true,moderately true, moderately true,barely true, moderately true,NA,NA,2.9,Costa Rica,15 to 20,29
638,NA,19,male,barely true,exactly true,exactly true,moderately true, exactly true,exactly true,moderately true, exactly true, exactly true,exactly true,NA,NA,3.6,Costa Rica,15 to 20,36
639,NA,18,male,exactly true,exactly true,moderately true,barely true, barely true,moderately true,moderately true, exactly true, moderately true, moderately true,NA,NA,3.1,Costa Rica,15 to 20,31
640,NA,22,male,barely true,exactly true,moderately true,moderately true, barely true,moderately true,moderately true, exactly true, moderately true, moderately true,NA,NA,3,Costa Rica,21 to 25,30
641,NA,24,male,moderately true,exactly true,exactly true, exactly true,moderately true,moderately true,exactly true, exactly true, exactly true,exactly true,NA,NA,3.7,Costa Rica,21 to 25,37
642,NA,17,male,moderately true,exactly true,moderately true,barely true, barely true,moderately true,moderately true, exactly true, moderately true,barely true,NA,NA,2.9,Costa Rica,15 to 20,29
643,NA,20,male,exactly true,exactly true,exactly true, exactly true,moderately true,barely true,moderately true, moderately true, moderately true,exactly true,NA,NA,3.4,Costa Rica,15 to 20,34
644,NA,23,male,barely true,exactly true,moderately true,barely true, barely true,moderately true,moderately true, exactly true, moderately true, moderately true,NA,NA,2.9,Costa Rica,21 to 25,29
645,NA,17,male,exactly true,exactly true,exactly true,moderately true, exactly true,exactly true,exactly true, exactly true, moderately true,exactly true,NA,NA,3.8,Costa Rica,15 to 20,38
646,NA,19,male,exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,NA,NA,4,Costa Rica,15 to 20,40
647,NA,25,male,exactly true,exactly true,barely true,moderately true, exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,NA,NA,3.7,Costa Rica,21 to 25,37
648,NA,18,male,exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,NA,NA,4,Costa Rica,15 to 20,40
649,NA,18,male,moderately true,exactly true,moderately true, exactly true,moderately true,exactly true,exactly true, exactly true, exactly true, moderately true,NA,NA,3.6,Costa Rica,15 to 20,36
650,NA,17,male,moderately true,exactly true,exactly true,barely true,moderately true,moderately true,moderately true, barely true,barely true,exactly true,NA,NA,3,Costa Rica,15 to 20,30
651,NA,19,male,exactly true,exactly true,moderately true,moderately true, exactly true,moderately true,exactly true, exactly true, moderately true,exactly true,NA,NA,3.6,Costa Rica,15 to 20,36
652,NA,22,male,exactly true,moderately true,moderately true, exactly true,moderately true,moderately true,barely true, barely true, moderately true,exactly true,NA,NA,3.1,Costa Rica,21 to 25,31
653,NA,19,male,moderately true,exactly true,moderately true, exactly true,moderately true,moderately true,moderately true, exactly true, exactly true, moderately true,NA,NA,3.4,Costa Rica,15 to 20,34
654,NA,27,male,exactly true,moderately true,exactly true, exactly true,moderately true,moderately true,exactly true, moderately true, moderately true, moderately true,NA,NA,3.4,Costa Rica,25,5 to 30,34
655,NA,20,male,moderately true,exactly true,moderately true,moderately true,moderately true,moderately true,moderately true, moderately true, moderately true, moderately true,NA,NA,3.1,Costa Rica,15 to 20,31
656,NA,20,male,exactly true,exactly true,moderately true,moderately true,moderately true,exactly true,moderately true, exactly true, exactly true, moderately true,NA,NA,3.5,Costa Rica,15 to 20,35
657,NA,21,male,moderately true,exactly true,moderately true,moderately true,moderately true,moderately true,moderately true, exactly true, moderately true, moderately true,NA,NA,3.2,Costa Rica,21 to 25,32
658,NA,20,male,exactly true,exactly true,exactly true,moderately true,moderately true,moderately true,moderately true, exactly true, moderately true,exactly true,NA,NA,3.5,Costa Rica,15 to 20,35
659,NA,28,male,moderately true,exactly true,moderately true, exactly true,moderately true,moderately true,moderately true, exactly true, moderately true,exactly true,NA,NA,3.4,Costa Rica,25,5 to 30,34
660,NA,20,male,exactly true,exactly true,moderately true,barely true, barely true,moderately true,exactly true, exactly true, moderately true, moderately true,NA,NA,3.2,Costa Rica,15 to 20,32
661,NA,17,male,exactly true,exactly true,exactly true, exactly true,moderately true,exactly true,exactly true, exactly true, moderately true, moderately true,NA,NA,3.7,Costa Rica,15 to 20,37
662,NA,20,male,exactly true,exactly true,not at all true, exactly true,moderately true,exactly true,moderately true, exactly true, moderately true,exactly true,NA,NA,3.4,Costa Rica,15 to 20,34
663,NA,19,male,barely true,exactly true,barely true, exactly true, exactly true,exactly true,exactly true, exactly true, moderately true,exactly true,NA,NA,3.5,Costa Rica,15 to 20,35
664,NA,18,male,exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,NA,NA,4,Costa Rica,15 to 20,40
665,NA,17,male,moderately true,exactly true,moderately true,moderately true,moderately true,moderately true,moderately true, exactly true, exactly true, moderately true,NA,NA,3.3,Costa Rica,15 to 20,33
666,NA,19,male,exactly true,exactly true,moderately true,moderately true, exactly true,exactly true,moderately true, exactly true, moderately true, moderately true,NA,NA,3.5,Costa Rica,15 to 20,35
667,NA,17,male,exactly true,exactly true,barely true, exactly true,moderately true,moderately true,barely true, exactly true, moderately true,exactly true,NA,NA,3.3,Costa Rica,15 to 20,33
668,NA,18,male,exactly true,moderately true,exactly true, exactly true, exactly true,moderately true,moderately true, exactly true, moderately true,exactly true,NA,NA,3.6,Costa Rica,15 to 20,36
669,NA,18,male,not at all true,exactly true,moderately true, exactly true,moderately true,moderately true,barely true, exactly true,barely true,exactly true,NA,NA,3,Costa Rica,15 to 20,30
670,NA,19,male,barely true,exactly true,moderately true,barely true,moderately true,moderately true,moderately true, exactly true, exactly true,barely true,NA,NA,3,Costa Rica,15 to 20,30
671,NA,18,male,exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,exactly true, exactly true, moderately true,exactly true,NA,NA,3.9,Costa Rica,15 to 20,39
672,NA,18,male,barely true,exactly true,exactly true, exactly true,moderately true,exactly true,exactly true, exactly true, exactly true,exactly true,NA,NA,3.7,Costa Rica,15 to 20,37
673,NA,18,male,moderately true,exactly true,not at all true, exactly true,moderately true,exactly true,moderately true, exactly true, moderately true,exactly true,NA,NA,3.3,Costa Rica,15 to 20,33
674,NA,19,male,moderately true,exactly true,moderately true, exactly true,moderately true,exactly true,moderately true, exactly true, exactly true,exactly true,NA,NA,3.6,Costa Rica,15 to 20,36
675,NA,41,male,exactly true,exactly true,exactly true, exactly true, barely true,moderately true,exactly true, exactly true, exactly true, moderately true,NA,NA,3.6,Costa Rica,41 to 45,36
676,NA,18,male,barely true,exactly true,moderately true, exactly true, exactly true,exactly true,moderately true, exactly true, moderately true,exactly true,NA,NA,3.5,Costa Rica,15 to 20,35
677,NA,19,male,moderately true,exactly true,barely true,moderately true,moderately true,moderately true,moderately true, moderately true, moderately true, moderately true,NA,NA,3,Costa Rica,15 to 20,30
678,NA,40,male,moderately true,exactly true,not at all true,moderately true,moderately true,moderately true,moderately true, exactly true, moderately true,exactly true,NA,NA,3.1,Costa Rica,35,5 to 40,31
679,NA,19,male,exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,NA,NA,4,Costa Rica,15 to 20,40
680,NA,32,male,moderately true,exactly true,moderately true,moderately true,moderately true,moderately true,moderately true, moderately true, moderately true, moderately true,NA,NA,3.1,Costa Rica,31 to 35,31
681,NA,26,male,barely true,moderately true,barely true,barely true, barely true,barely true,barely true, barely true,barely true,barely true,NA,NA,2.1,Costa Rica,25,5 to 30,21
682,NA,26,male,moderately true,moderately true,barely true,moderately true,moderately true,moderately true,barely true, barely true,barely true, moderately true,NA,NA,2.6,Costa Rica,25,5 to 30,26
683,NA,27,male,moderately true,exactly true,exactly true, exactly true, exactly true,exactly true,moderately true, exactly true, moderately true,exactly true,NA,NA,3.7,Costa Rica,25,5 to 30,37
684,NA,24,male,exactly true,exactly true,not at all true, exactly true, exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,NA,NA,3.7,Costa Rica,21 to 25,37
685,NA,17,male,exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,NA,NA,4,Costa Rica,15 to 20,40
686,NA,18,male,exactly true,exactly true,barely true,moderately true, exactly true,exactly true,moderately true, exactly true, moderately true,exactly true,NA,NA,3.5,Costa Rica,15 to 20,35
687,NA,17,male,moderately true,exactly true,moderately true,moderately true, exactly true,exactly true,moderately true, moderately true, moderately true, moderately true,NA,NA,3.3,Costa Rica,15 to 20,33
688,NA,18,male,exactly true,exactly true,exactly true, exactly true,moderately true,barely true,moderately true, exactly true, moderately true,exactly true,NA,NA,3.5,Costa Rica,15 to 20,35
689,NA,18,male,moderately true,exactly true,barely true, exactly true, exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,NA,NA,3.7,Costa Rica,15 to 20,37
690,NA,20,male,exactly true,exactly true,moderately true,moderately true,moderately true,moderately true,moderately true, exactly true, moderately true, moderately true,NA,NA,3.3,Costa Rica,15 to 20,33
691,NA,21,male,exactly true,exactly true,moderately true,barely true, barely true,exactly true,moderately true, exactly true, exactly true, moderately true,NA,NA,3.3,Costa Rica,21 to 25,33
692,NA,19,male,barely true,moderately true,moderately true,moderately true, exactly true,moderately true,moderately true, moderately true,barely true,exactly true,NA,NA,3,Costa Rica,15 to 20,30
693,NA,19,male,moderately true,moderately true,moderately true,moderately true,moderately true,moderately true,moderately true, exactly true, moderately true, moderately true,NA,NA,3.1,Costa Rica,15 to 20,31
694,NA,18,male,moderately true,exactly true,moderately true,barely true, barely true,moderately true,exactly true, exactly true, moderately true,exactly true,NA,NA,3.2,Costa Rica,15 to 20,32
695,NA,19,male,moderately true,exactly true,barely true,moderately true,not at all true,barely true,not at all true, exactly true,barely true, moderately true,NA,NA,2.5,Costa Rica,15 to 20,25
696,NA,18,male,moderately true,moderately true,moderately true,moderately true, exactly true,moderately true,moderately true, moderately true, moderately true,exactly true,NA,NA,3.2,Costa Rica,15 to 20,32
697,NA,18,male,moderately true,exactly true,moderately true, exactly true, exactly true,exactly true,moderately true, exactly true, moderately true, moderately true,NA,NA,3.5,Costa Rica,15 to 20,35
698,NA,18,male,exactly true,exactly true,exactly true,moderately true,moderately true,moderately true,moderately true, exactly true, moderately true, moderately true,NA,NA,3.4,Costa Rica,15 to 20,34
699,NA,17,male,exactly true,exactly true,moderately true,barely true,moderately true,exactly true,exactly true, exactly true, exactly true,exactly true,NA,NA,3.6,Costa Rica,15 to 20,36
700,NA,20,male,barely true,moderately true,moderately true,moderately true, barely true,moderately true,moderately true, moderately true,barely true, moderately true,NA,NA,2.7,Costa Rica,15 to 20,27
701,NA,17,male,barely true,exactly true,exactly true, exactly true, exactly true,exactly true,moderately true, exactly true, exactly true,exactly true,NA,NA,3.7,Costa Rica,15 to 20,37
702,NA,18,male,moderately true,exactly true,exactly true,moderately true, barely true,moderately true,moderately true, exactly true, moderately true, moderately true,NA,NA,3.2,Costa Rica,15 to 20,32
703,NA,19,male,moderately true,exactly true,moderately true,moderately true,moderately true,moderately true,moderately true, moderately true, moderately true, moderately true,NA,NA,3.1,Costa Rica,15 to 20,31
704,NA,18,male,exactly true,moderately true,moderately true,moderately true,moderately true,moderately true,moderately true, exactly true, moderately true,exactly true,NA,NA,3.3,Costa Rica,15 to 20,33
705,NA,19,male,moderately true,exactly true,moderately true, exactly true,moderately true,moderately true,moderately true, moderately true,barely true,exactly true,NA,NA,3.2,Costa Rica,15 to 20,32
706,NA,17,male,moderately true,exactly true,barely true, exactly true,moderately true,moderately true,moderately true, exactly true, moderately true,exactly true,NA,NA,3.3,Costa Rica,15 to 20,33
707,NA,18,male,exactly true,exactly true,moderately true, exactly true, exactly true,moderately true,exactly true, exactly true, exactly true, moderately true,NA,NA,3.7,Costa Rica,15 to 20,37
708,NA,18,male,moderately true,moderately true,exactly true, exactly true, exactly true,exactly true,moderately true, moderately true, moderately true,exactly true,NA,NA,3.5,Costa Rica,15 to 20,35
709,NA,23,male,barely true,moderately true,not at all true,moderately true,moderately true,moderately true,moderately true, moderately true, moderately true, moderately true,NA,NA,2.7,Costa Rica,21 to 25,27
710,NA,64,male,moderately true,moderately true,exactly true, exactly true,moderately true,moderately true,moderately true, moderately true, moderately true,barely true,NA,NA,3.1,Costa Rica,61 to 65,31
711,NA,23,male,moderately true,exactly true,moderately true, exactly true, exactly true,exactly true,moderately true, exactly true, moderately true,exactly true,NA,NA,3.6,Costa Rica,21 to 25,36
712,NA,27,male,moderately true,exactly true,exactly true,moderately true,moderately true,barely true,barely true, moderately true, moderately true, moderately true,NA,NA,3,Costa Rica,25,5 to 30,30
713,NA,18,male,moderately true,moderately true,barely true, exactly true, barely true,moderately true,barely true, moderately true, moderately true, moderately true,NA,NA,2.8,Costa Rica,15 to 20,28
714,NA,18,male,moderately true,moderately true,exactly true,moderately true,moderately true,moderately true,moderately true, moderately true, moderately true, moderately true,NA,NA,3.1,Costa Rica,15 to 20,31
715,NA,19,male,barely true,exactly true,exactly true,moderately true, barely true,barely true,barely true, exactly true,barely true,barely true,NA,NA,2.7,Costa Rica,15 to 20,27
716,NA,20,male,moderately true,exactly true,exactly true, exactly true, exactly true,moderately true,exactly true, exactly true, exactly true,exactly true,NA,NA,3.8,Costa Rica,15 to 20,38
717,NA,18,male,moderately true,exactly true,exactly true,moderately true,moderately true,moderately true,moderately true, moderately true, moderately true, moderately true,NA,NA,3.2,Costa Rica,15 to 20,32
718,NA,19,male,exactly true,exactly true,moderately true,moderately true, exactly true,exactly true,moderately true, exactly true, moderately true, moderately true,NA,NA,3.5,Costa Rica,15 to 20,35
719,NA,18,male,moderately true,moderately true,exactly true, exactly true, exactly true,exactly true,exactly true, exactly true, moderately true,exactly true,NA,NA,3.7,Costa Rica,15 to 20,37
720,NA,20,male,moderately true,exactly true,barely true,not at all true, barely true,not at all true,barely true, barely true, not at all true,barely true,NA,NA,2,Costa Rica,15 to 20,20
721,NA,18,male,moderately true,not at all true,not at all true,barely true, barely true,moderately true,barely true, barely true, moderately true,exactly true,NA,NA,2.3,Costa Rica,15 to 20,23
722,NA,18,male,moderately true,exactly true,exactly true,moderately true, exactly true,exactly true,exactly true, exactly true, exactly true, moderately true,NA,NA,3.7,Costa Rica,15 to 20,37
723,NA,18,male,moderately true,exactly true,moderately true,moderately true,moderately true,moderately true,moderately true, exactly true, moderately true, moderately true,NA,NA,3.2,Costa Rica,15 to 20,32
724,NA,19,male,exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,NA,NA,4,Costa Rica,15 to 20,40
725,NA,18,male,moderately true,exactly true,moderately true,moderately true,moderately true,moderately true,moderately true, exactly true, exactly true, moderately true,NA,NA,3.3,Costa Rica,15 to 20,33
726,NA,21,male,moderately true,exactly true,barely true,moderately true,moderately true,moderately true,moderately true, moderately true, moderately true, moderately true,NA,NA,3,Costa Rica,21 to 25,30
727,NA,21,male,moderately true,exactly true,moderately true, exactly true,moderately true,moderately true,exactly true, exactly true, moderately true,exactly true,NA,NA,3.5,Costa Rica,21 to 25,35
728,NA,19,male,moderately true,exactly true,exactly true,moderately true, exactly true,exactly true,moderately true, exactly true, exactly true,exactly true,NA,NA,3.7,Costa Rica,15 to 20,37
729,NA,35,male,barely true,exactly true,moderately true,moderately true,moderately true,moderately true,moderately true, moderately true,barely true, moderately true,NA,NA,2.9,Costa Rica,31 to 35,29
730,NA,21,male,moderately true,exactly true,barely true, exactly true, exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,NA,NA,3.7,Costa Rica,21 to 25,37
731,NA,18,male,moderately true,exactly true,moderately true, exactly true, exactly true,exactly true,exactly true, exactly true, exactly true, moderately true,NA,NA,3.7,Costa Rica,15 to 20,37
732,NA,17,male,moderately true,exactly true,moderately true,moderately true,moderately true,moderately true,moderately true, moderately true, moderately true, moderately true,NA,NA,3.1,Costa Rica,15 to 20,31
733,NA,18,male,moderately true,moderately true,barely true,moderately true,moderately true,moderately true,moderately true, moderately true,barely true, moderately true,NA,NA,2.8,Costa Rica,15 to 20,28
734,NA,18,male,exactly true,exactly true,exactly true, exactly true,moderately true,moderately true,exactly true, exactly true, moderately true,exactly true,NA,NA,3.7,Costa Rica,15 to 20,37
735,NA,17,male,moderately true,moderately true,barely true,moderately true,moderately true,moderately true,moderately true, exactly true,barely true, moderately true,NA,NA,2.9,Costa Rica,15 to 20,29
736,NA,20,male,moderately true,exactly true,exactly true,moderately true,moderately true,moderately true,moderately true, moderately true, moderately true, moderately true,NA,NA,3.2,Costa Rica,15 to 20,32
737,NA,22,male,exactly true,moderately true,moderately true,barely true, barely true,moderately true,moderately true, moderately true,barely true,barely true,NA,NA,2.7,Costa Rica,21 to 25,27
738,NA,18,male,not at all true,exactly true,moderately true,moderately true, barely true,moderately true,moderately true, moderately true, moderately true, moderately true,NA,NA,2.8,Costa Rica,15 to 20,28
739,NA,19,male,barely true,exactly true,barely true,moderately true,moderately true,moderately true,barely true, moderately true,barely true, moderately true,NA,NA,2.7,Costa Rica,15 to 20,27
740,NA,25,male,barely true,exactly true,moderately true,moderately true, barely true,barely true,moderately true, exactly true,barely true, moderately true,NA,NA,2.8,Costa Rica,21 to 25,28
741,NA,21,male,exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,NA,NA,4,Costa Rica,21 to 25,40
742,NA,19,male,exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,NA,NA,4,Costa Rica,15 to 20,40
743,NA,37,male,exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,NA,NA,4,Costa Rica,35,5 to 40,40
744,NA,25,male,moderately true,exactly true,moderately true,not at all true, exactly true,exactly true,moderately true, exactly true, exactly true,exactly true,NA,NA,3.4,Costa Rica,21 to 25,34
745,NA,36,male,exactly true,moderately true,moderately true,moderately true,moderately true,moderately true,moderately true, moderately true, moderately true,exactly true,NA,NA,3.2,Costa Rica,35,5 to 40,32
746,NA,25,male,barely true,moderately true,exactly true, exactly true, exactly true,exactly true,moderately true, exactly true, exactly true,exactly true,NA,NA,3.6,Costa Rica,21 to 25,36
747,NA,29,male,exactly true,moderately true,exactly true,moderately true, exactly true,exactly true,exactly true, exactly true, exactly true,exactly true,NA,NA,3.8,Costa Rica,25,5 to 30,38
748,NA,20,male,moderately true,moderately true,moderately true,moderately true, barely true,moderately true,moderately true, moderately true,barely true, moderately true,NA,NA,2.8,Costa Rica,15 to 20,28
749,NA,20,male,moderately true,exactly true,moderately true, exactly true,moderately true,exactly true,exactly true, exactly true,barely true, moderately true,NA,NA,3.4,Costa Rica,15 to 20,34
750,NA,22,male,barely true,exactly true,moderately true,moderately true, exactly true,exactly true,moderately true, exactly true, moderately true,exactly true,NA,NA,3.4,Costa Rica,21 to 25,34
751,NA,18,male,moderately true,moderately true,barely true,moderately true, barely true,barely true,barely true, exactly true, moderately true,barely true,NA,NA,2.6,Costa Rica,15 to 20,26
752,NA,38,male,barely true,exactly true,barely true, exactly true,moderately true,exactly true,exactly true, exactly true, moderately true,exactly true,NA,NA,3.4,Costa Rica,35,5 to 40,34
